Original Molecule,Similar Molecules Above Threshold
CHEMBL2113441,CHEMBL119709:0.63; CHEMBL2113428:0.7934782608695652; CHEMBL2113432:0.776595744680851; CHEMBL605054:0.6938775510204082; CHEMBL2113420:0.6041666666666666; CHEMBL2113437:0.7472527472527473; CHEMBL2113422:0.7444444444444445; CHEMBL2113427:0.8202247191011236; CHEMBL66393:0.7528089887640449; CHEMBL132629:0.65625; CHEMBL2113546:0.6767676767676768; CHEMBL2113541:0.723404255319149; CHEMBL2113542:0.7010309278350515; CHEMBL144521:0.6428571428571429; CHEMBL382194:0.6116504854368932; CHEMBL207610:0.6037735849056604; CHEMBL549352:0.6105263157894737
CHEMBL605266,CHEMBL431733:0.72; CHEMBL605054:0.7171717171717171; CHEMBL606312:0.6415094339622641; CHEMBL307199:0.7634408602150538; CHEMBL344645:0.638095238095238; CHEMBL436255:0.6826923076923077; CHEMBL168567:0.68; CHEMBL439976:0.6203703703703703; CHEMBL2113479:0.7346938775510204; CHEMBL2113530:0.7128712871287128; CHEMBL2113549:0.6826923076923077; CHEMBL296135:0.6415094339622641; CHEMBL2113642:0.6095238095238096; CHEMBL2113607:0.6355140186915887; CHEMBL373065:0.6862745098039216; CHEMBL377490:0.6730769230769231; CHEMBL486171:0.6666666666666666; CHEMBL486373:0.6306306306306306; CHEMBL486374:0.6388888888888888; CHEMBL516058:0.6272727272727273; CHEMBL474509:0.6272727272727273; CHEMBL474510:0.6306306306306306; CHEMBL475320:0.6160714285714286; CHEMBL472886:0.6052631578947368; CHEMBL457481:0.6068376068376068; CHEMBL489175:0.6862745098039216; CHEMBL491416:0.660377358490566; CHEMBL521621:0.6481481481481481; CHEMBL558891:0.6363636363636364; CHEMBL515442:0.7623762376237624; CHEMBL2181967:0.68; CHEMBL3770194:0.6036036036036037; CHEMBL3703597:0.6363636363636364
CHEMBL2113420,CHEMBL388757:0.7792207792207793; CHEMBL605468:0.7093023255813954; CHEMBL2113468:0.6022727272727273; CHEMBL2113428:0.6105263157894737; CHEMBL2113426:0.825; CHEMBL2113429:0.8048780487804879; CHEMBL2113441:0.6041666666666666; CHEMBL2113433:0.7692307692307693; CHEMBL2113437:0.8148148148148148; CHEMBL2113427:0.7441860465116279; CHEMBL49843:0.6363636363636364
CHEMBL277357,CHEMBL16833:0.6515151515151515
CHEMBL106265,NA
CHEMBL16833,CHEMBL277357:0.6515151515151515
CHEMBL1788234,NA
CHEMBL308409,CHEMBL75837:0.6235294117647059
CHEMBL139931,CHEMBL315984:0.6904761904761905; CHEMBL315168:0.6703296703296703; CHEMBL419306:0.6086956521739131; CHEMBL140693:0.6344086021505376; CHEMBL141291:0.6853932584269663
CHEMBL141792,NA
CHEMBL133387,CHEMBL27376:1.0; CHEMBL280580:0.696078431372549; CHEMBL27809:0.6831683168316832; CHEMBL283057:0.6276595744680851; CHEMBL345076:0.6276595744680851; CHEMBL139417:0.696078431372549; CHEMBL342873:0.6831683168316832; CHEMBL175543:0.8125; CHEMBL2112155:0.8041237113402062; CHEMBL2112156:0.6509433962264151; CHEMBL2368363:0.7019230769230769; CHEMBL353319:0.6272727272727273; CHEMBL2368368:0.6140350877192983; CHEMBL2368369:0.6050420168067226; CHEMBL2368364:0.6759259259259259; CHEMBL2112164:0.7171717171717171; CHEMBL2368365:0.76; CHEMBL2112159:0.73; CHEMBL2368366:0.6226415094339622; CHEMBL2368367:0.6826923076923077; CHEMBL2112161:0.6330275229357798; CHEMBL2112157:0.6216216216216216; CHEMBL2112158:0.6634615384615384; CHEMBL2112160:0.8125; CHEMBL2112162:0.7289719626168224; CHEMBL2368455:0.8041237113402062; CHEMBL257573:0.624; CHEMBL256312:0.624; CHEMBL256520:0.6724137931034483; CHEMBL402607:0.6020408163265306; CHEMBL257405:0.6052631578947368; CHEMBL402574:0.6330275229357798; CHEMBL491616:0.6090909090909091; CHEMBL490605:0.63; CHEMBL567226:0.8125; CHEMBL583637:0.696078431372549; CHEMBL3746487:0.6106194690265486
CHEMBL338501,CHEMBL72897:0.6944444444444444; CHEMBL339097:0.7162162162162162; CHEMBL129373:0.6753246753246753; CHEMBL339050:0.72; CHEMBL339715:0.6419753086419753; CHEMBL339967:0.6455696202531646; CHEMBL128152:0.6710526315789473; CHEMBL131532:0.6973684210526315
CHEMBL1484,CHEMBL475534:0.6352941176470588
CHEMBL128269,CHEMBL340806:0.6666666666666666; CHEMBL128396:0.6571428571428571
CHEMBL423852,CHEMBL17127:0.6702127659574468; CHEMBL67134:0.8602150537634409; CHEMBL17121:0.7777777777777778; CHEMBL67026:0.7157894736842105; CHEMBL63520:0.6213592233009708; CHEMBL66811:0.7789473684210526; CHEMBL69794:0.6132075471698113; CHEMBL67994:0.6; CHEMBL136689:0.7473684210526316; CHEMBL278812:0.638095238095238; CHEMBL22320:0.7052631578947368; CHEMBL278605:0.6633663366336634; CHEMBL22241:0.6633663366336634; CHEMBL281601:0.6767676767676768; CHEMBL442338:0.6476190476190476; CHEMBL281805:0.7127659574468085; CHEMBL279254:0.6938775510204082; CHEMBL22822:0.6568627450980392; CHEMBL22191:0.6938775510204082; CHEMBL572411:0.6981132075471698; CHEMBL1258076:0.7872340425531915; CHEMBL1771804:0.7474747474747475; CHEMBL1771807:0.6727272727272727; CHEMBL1771808:0.6379310344827587; CHEMBL4291479:0.7864077669902912; CHEMBL4293791:0.6324786324786325; CHEMBL4283215:0.6379310344827587; CHEMBL4294350:0.6491228070175439; CHEMBL4290429:0.6607142857142857; CHEMBL482078:0.6019417475728155; CHEMBL1258077:0.7551020408163265; CHEMBL1258191:0.7628865979381443; CHEMBL1258192:0.7171717171717171; CHEMBL1258306:0.7029702970297029; CHEMBL1258307:0.7474747474747475; CHEMBL1258418:0.7254901960784313; CHEMBL1258419:0.6915887850467289; CHEMBL1258525:0.8061224489795918; CHEMBL1258526:0.7551020408163265; CHEMBL1258642:0.6981132075471698; CHEMBL1771805:0.7115384615384616; CHEMBL1771806:0.7575757575757576
CHEMBL63520,CHEMBL17127:0.6086956521739131; CHEMBL423852:0.6213592233009708; CHEMBL17121:0.7159090909090909; CHEMBL67026:0.75; CHEMBL307748:0.6979166666666666; CHEMBL69794:0.7052631578947368; CHEMBL67994:0.6413043478260869; CHEMBL416684:0.6153846153846154; CHEMBL136689:0.6881720430107527; CHEMBL278812:0.6632653061224489; CHEMBL281626:0.6476190476190476; CHEMBL22320:0.7191011235955056; CHEMBL278605:0.6914893617021277; CHEMBL22241:0.6736842105263158; CHEMBL281601:0.7065217391304348; CHEMBL442338:0.6565656565656566; CHEMBL278996:0.6666666666666666; CHEMBL22316:0.6195652173913043; CHEMBL282888:0.6868686868686869; CHEMBL281805:0.7272727272727273; CHEMBL279254:0.7065217391304348; CHEMBL22822:0.6842105263157895; CHEMBL22191:0.6881720430107527; CHEMBL22355:0.6601941747572816; CHEMBL279062:0.6181818181818182; CHEMBL574701:0.6601941747572816; CHEMBL573554:0.6181818181818182; CHEMBL572411:0.6132075471698113; CHEMBL1258076:0.6736842105263158; CHEMBL1771804:0.64; CHEMBL1258077:0.6464646464646465; CHEMBL1258191:0.6530612244897959; CHEMBL1258192:0.6597938144329897; CHEMBL1258306:0.6464646464646465; CHEMBL1258307:0.64; CHEMBL1258418:0.6213592233009708; CHEMBL1258525:0.6153846153846154; CHEMBL1258526:0.6632653061224489; CHEMBL1771805:0.625; CHEMBL1771806:0.65
CHEMBL75772,CHEMBL357089:0.6833333333333333; CHEMBL356036:0.7457627118644068
CHEMBL293478,NA
CHEMBL305858,NA
CHEMBL118679,CHEMBL279410:0.7580645161290323; CHEMBL16242:0.7377049180327869; CHEMBL276528:0.746031746031746; CHEMBL16750:0.6056338028169014; CHEMBL16737:0.7230769230769231; CHEMBL280300:0.6142857142857143; CHEMBL333943:0.7230769230769231; CHEMBL121793:0.6811594202898551; CHEMBL120602:0.6911764705882353; CHEMBL324095:0.7014925373134329; CHEMBL332969:0.746031746031746
CHEMBL320093,CHEMBL106040:0.6119402985074627
CHEMBL357089,CHEMBL75772:0.6833333333333333; CHEMBL356036:0.6949152542372882
CHEMBL2112806,NA
CHEMBL79415,CHEMBL2112805:0.8142857142857143
CHEMBL2113534,CHEMBL277041:0.6216216216216216; CHEMBL302376:0.6764705882352942; CHEMBL2113537:0.6493506493506493; CHEMBL2113536:0.7391304347826086; CHEMBL2113544:0.7323943661971831; CHEMBL2205239:0.68; CHEMBL477:0.6764705882352942
CHEMBL2113595,CHEMBL319387:0.7901234567901234; CHEMBL2113601:0.8117647058823529; CHEMBL2113604:0.8214285714285714; CHEMBL2113605:0.8313253012048193; CHEMBL1945563:0.6395348837209303; CHEMBL2113496:0.6931818181818182; CHEMBL3770782:0.6263736263736264
CHEMBL2070399,CHEMBL464859:0.7671232876712328; CHEMBL129903:0.8194444444444444; CHEMBL2070507:0.65; CHEMBL2113435:0.7662337662337663; CHEMBL519809:0.7123287671232876; CHEMBL606095:0.6753246753246753; CHEMBL2070508:0.6341463414634146; CHEMBL2113436:0.6753246753246753; CHEMBL261482:0.6666666666666666; CHEMBL2113434:0.6842105263157895; CHEMBL1235128:0.8082191780821918; CHEMBL378606:0.7222222222222222; CHEMBL2070398:0.7272727272727273; CHEMBL1234591:0.8194444444444444; CHEMBL2070506:0.7972972972972973
CHEMBL2113434,CHEMBL464859:0.7361111111111112; CHEMBL129903:0.6933333333333334; CHEMBL2070507:0.6842105263157895; CHEMBL2113435:0.65; CHEMBL519809:0.7794117647058824; CHEMBL606095:0.7361111111111112; CHEMBL2070508:0.6666666666666666; CHEMBL2113436:0.7361111111111112; CHEMBL261482:0.7027027027027027; CHEMBL2070399:0.6842105263157895; CHEMBL1235128:0.7066666666666667; CHEMBL2113431:0.6025641025641025; CHEMBL378606:0.7647058823529411; CHEMBL2070398:0.6753246753246753; CHEMBL1234591:0.6933333333333334; CHEMBL2070506:0.6753246753246753
CHEMBL2113605,CHEMBL319387:0.7710843373493976; CHEMBL2113601:0.7931034482758621; CHEMBL2113595:0.8313253012048193; CHEMBL2113604:0.8674698795180723; CHEMBL2113600:0.6022727272727273; CHEMBL1945563:0.625; CHEMBL2113496:0.6777777777777778; CHEMBL3770782:0.6129032258064516
CHEMBL2113431,CHEMBL464859:0.7027027027027027; CHEMBL129903:0.6; CHEMBL2113421:0.6933333333333334; CHEMBL519809:0.6266666666666667; CHEMBL2113434:0.6025641025641025; CHEMBL1235128:0.6329113924050633; CHEMBL378606:0.6133333333333333; CHEMBL1234591:0.6
CHEMBL424071,CHEMBL128929:0.6538461538461539; CHEMBL71053:0.704225352112676; CHEMBL129373:0.6842105263157895; CHEMBL128886:0.6538461538461539; CHEMBL339261:0.726027397260274; CHEMBL128715:0.6375; CHEMBL340615:0.75; CHEMBL128520:0.6428571428571429; CHEMBL420517:0.6578947368421053; CHEMBL130130:0.6625; CHEMBL335744:0.6081081081081081; CHEMBL131532:0.6842105263157895; CHEMBL130888:0.7142857142857143; CHEMBL440339:0.6578947368421053; CHEMBL128538:0.7297297297297297; CHEMBL127383:0.7297297297297297
CHEMBL131068,CHEMBL424259:0.7142857142857143; CHEMBL423311:0.6716417910447762; CHEMBL305975:0.6133333333333333; CHEMBL130499:0.647887323943662; CHEMBL419797:0.7142857142857143
CHEMBL177183,CHEMBL132806:0.7142857142857143; CHEMBL336217:0.6542056074766355; CHEMBL435022:0.7; CHEMBL359044:0.6320754716981132; CHEMBL358735:0.638095238095238; CHEMBL179638:0.7127659574468085; CHEMBL175870:0.6979166666666666; CHEMBL366667:0.7346938775510204; CHEMBL367773:0.7378640776699029; CHEMBL176010:0.6019417475728155; CHEMBL366737:0.6534653465346535; CHEMBL361401:0.638095238095238; CHEMBL366396:0.68; CHEMBL366794:0.6071428571428571; CHEMBL175871:0.6568627450980392; CHEMBL573089:0.693069306930693; CHEMBL578005:0.693069306930693; CHEMBL574263:0.6730769230769231; CHEMBL573327:0.693069306930693; CHEMBL576185:0.6730769230769231; CHEMBL576567:0.6481481481481481; CHEMBL576351:0.660377358490566; CHEMBL577588:0.67; CHEMBL574502:0.6730769230769231; CHEMBL576156:0.6796116504854369; CHEMBL574975:0.6862745098039216; CHEMBL572600:0.7
CHEMBL366396,CHEMBL132806:0.6504854368932039; CHEMBL435022:0.638095238095238; CHEMBL349240:0.6057692307692307; CHEMBL359044:0.6826923076923077; CHEMBL358735:0.6730769230769231; CHEMBL179638:0.7526881720430108; CHEMBL175870:0.7368421052631579; CHEMBL368643:0.6494845360824743; CHEMBL263045:0.6161616161616161; CHEMBL177183:0.68; CHEMBL367773:0.6454545454545455; CHEMBL362038:0.723404255319149; CHEMBL361401:0.6730769230769231; CHEMBL366794:0.625; CHEMBL175871:0.693069306930693; CHEMBL177066:0.7894736842105263; CHEMBL179240:0.6923076923076923; CHEMBL573089:0.6320754716981132; CHEMBL578005:0.6320754716981132; CHEMBL574263:0.6146788990825688; CHEMBL573327:0.6320754716981132; CHEMBL576185:0.6448598130841121; CHEMBL576351:0.6036036036036037; CHEMBL577588:0.6568627450980392; CHEMBL574502:0.6146788990825688; CHEMBL576156:0.6203703703703703; CHEMBL574975:0.6261682242990654; CHEMBL572600:0.638095238095238; CHEMBL4745279:0.6
CHEMBL175871,CHEMBL132806:0.6442307692307693; CHEMBL435022:0.6320754716981132; CHEMBL350830:0.6831683168316832; CHEMBL353299:0.6226415094339622; CHEMBL165778:0.696969696969697; CHEMBL165620:0.6764705882352942; CHEMBL424161:0.6764705882352942; CHEMBL164509:0.6764705882352942; CHEMBL423934:0.6055045871559633; CHEMBL164685:0.65; CHEMBL167915:0.6509433962264151; CHEMBL302765:0.6831683168316832; CHEMBL165044:0.6310679611650486; CHEMBL350573:0.6764705882352942; CHEMBL168018:0.6836734693877551; CHEMBL355415:0.6699029126213593; CHEMBL330286:0.6634615384615384; CHEMBL350205:0.7040816326530612; CHEMBL351075:0.8351648351648352; CHEMBL164905:0.696969696969697; CHEMBL352796:0.6363636363636364; CHEMBL166684:0.8085106382978723; CHEMBL165910:0.625; CHEMBL65271:0.6372549019607843; CHEMBL352707:0.6055045871559633; CHEMBL349240:0.6633663366336634; CHEMBL349954:0.6571428571428571; CHEMBL138332:0.6226415094339622; CHEMBL351285:0.7157894736842105; CHEMBL352073:0.65; CHEMBL164867:0.6310679611650486; CHEMBL164904:0.6571428571428571; CHEMBL165600:0.6565656565656566; CHEMBL348975:0.782608695652174; CHEMBL422820:0.6272727272727273; CHEMBL139182:0.6106194690265486; CHEMBL359044:0.7425742574257426; CHEMBL304726:0.6018518518518519; CHEMBL358735:0.8229166666666666; CHEMBL179638:0.7446808510638298; CHEMBL175870:0.7291666666666666; CHEMBL368643:0.6262626262626263; CHEMBL177183:0.6568627450980392; CHEMBL361401:0.6666666666666666; CHEMBL366396:0.693069306930693; CHEMBL366794:0.7766990291262136; CHEMBL179133:0.603448275862069; CHEMBL175474:0.7676767676767676; CHEMBL359473:0.6952380952380952; CHEMBL212268:0.6037735849056604; CHEMBL211341:0.6346153846153846; CHEMBL211841:0.6534653465346535; CHEMBL573089:0.6261682242990654; CHEMBL578005:0.6261682242990654; CHEMBL574263:0.6090909090909091; CHEMBL573327:0.6261682242990654; CHEMBL576185:0.6090909090909091; CHEMBL577588:0.6504854368932039; CHEMBL574502:0.6090909090909091; CHEMBL576156:0.6146788990825688; CHEMBL574975:0.6203703703703703; CHEMBL572600:0.6320754716981132
CHEMBL179315,CHEMBL175922:0.6991150442477876; CHEMBL366794:0.7241379310344828; CHEMBL179133:0.6916666666666667; CHEMBL175986:0.6521739130434783; CHEMBL179240:0.6440677966101694; CHEMBL359473:0.7889908256880734
CHEMBL359473,CHEMBL164685:0.6132075471698113; CHEMBL302765:0.6; CHEMBL350205:0.6018518518518519; CHEMBL351075:0.7128712871287128; CHEMBL352796:0.6; CHEMBL166684:0.6923076923076923; CHEMBL165910:0.6055045871559633; CHEMBL65271:0.616822429906542; CHEMBL351285:0.6568627450980392; CHEMBL352073:0.6132075471698113; CHEMBL165600:0.6190476190476191; CHEMBL348975:0.7346938775510204; CHEMBL175871:0.6952380952380952; CHEMBL175474:0.6605504587155964; CHEMBL175986:0.7211538461538461; CHEMBL179240:0.7102803738317757; CHEMBL179315:0.7889908256880734
CHEMBL187336,CHEMBL188541:0.6352941176470588; CHEMBL191522:0.9066666666666666; CHEMBL188496:0.9333333333333333; CHEMBL188345:0.9864864864864865; CHEMBL188592:0.6265060240963856; CHEMBL187458:0.6463414634146342; CHEMBL365026:0.6585365853658537
CHEMBL198574,CHEMBL98678:0.6911764705882353; CHEMBL327853:0.6617647058823529; CHEMBL97286:0.6617647058823529; CHEMBL197333:0.6; CHEMBL197325:0.6666666666666666; CHEMBL200835:0.6417910447761194
CHEMBL97286,CHEMBL198574:0.6617647058823529; CHEMBL98678:0.6164383561643836; CHEMBL327853:0.6338028169014085
CHEMBL83855,CHEMBL9128:0.696969696969697; CHEMBL110165:0.7014925373134329; CHEMBL8907:0.6301369863013698; CHEMBL83919:0.6617647058823529; CHEMBL8966:0.6764705882352942
CHEMBL200033,CHEMBL201706:0.726027397260274; CHEMBL199877:0.6625; CHEMBL201427:0.6309523809523809; CHEMBL201324:0.6385542168674698; CHEMBL383283:0.6235294117647059; CHEMBL371022:0.6333333333333333; CHEMBL436485:0.6129032258064516; CHEMBL255597:0.7037037037037037; CHEMBL255809:0.7215189873417721; CHEMBL255975:0.7037037037037037; CHEMBL256185:0.7402597402597403; CHEMBL255976:0.6951219512195121; CHEMBL271684:0.6578947368421053; CHEMBL271686:0.6195652173913043; CHEMBL271685:0.6263736263736264; CHEMBL272550:0.6195652173913043
CHEMBL200332,CHEMBL383283:0.7674418604651163; CHEMBL200184:0.651685393258427; CHEMBL200705:0.6304347826086957; CHEMBL381868:0.6444444444444445; CHEMBL201934:0.6732673267326733; CHEMBL409142:0.616822429906542; CHEMBL200372:0.6285714285714286; CHEMBL256185:0.6444444444444445
CHEMBL200064,CHEMBL200732:0.7289719626168224; CHEMBL200854:0.7570093457943925; CHEMBL200919:0.7232142857142857; CHEMBL370446:0.6964285714285714; CHEMBL200279:0.7297297297297297; CHEMBL200407:0.6842105263157895; CHEMBL409142:0.6115702479338843; CHEMBL199414:0.7962962962962963; CHEMBL199522:0.7043478260869566; CHEMBL200339:0.680672268907563; CHEMBL436485:0.6607142857142857; CHEMBL271730:0.6166666666666667; CHEMBL271732:0.6166666666666667; CHEMBL404235:0.6324786324786325; CHEMBL428245:0.6434782608695652; CHEMBL272155:0.6166666666666667; CHEMBL406911:0.6218487394957983; CHEMBL272368:0.6016260162601627; CHEMBL255596:0.6218487394957983; CHEMBL403584:0.6218487394957983; CHEMBL513368:0.6666666666666666
CHEMBL371022,CHEMBL200033:0.6333333333333333; CHEMBL370187:0.7741935483870968; CHEMBL200099:0.75; CHEMBL200072:0.7272727272727273; CHEMBL199541:0.7058823529411765; CHEMBL200372:0.6923076923076923; CHEMBL199413:0.631578947368421; CHEMBL436485:0.6568627450980392; CHEMBL255975:0.6526315789473685; CHEMBL255976:0.6458333333333334; CHEMBL271686:0.6633663366336634; CHEMBL271685:0.67; CHEMBL272550:0.6633663366336634; CHEMBL514483:0.6274509803921569
CHEMBL378606,CHEMBL464859:0.7536231884057971; CHEMBL129903:0.7323943661971831; CHEMBL2070507:0.7222222222222222; CHEMBL2113435:0.6842105263157895; CHEMBL2113421:0.6052631578947368; CHEMBL519809:0.8; CHEMBL606095:0.7536231884057971; CHEMBL2070508:0.7027027027027027; CHEMBL2113436:0.7536231884057971; CHEMBL261482:0.7428571428571429; CHEMBL2070399:0.7222222222222222; CHEMBL2113434:0.7647058823529411; CHEMBL1235128:0.7222222222222222; CHEMBL2113431:0.6133333333333333; CHEMBL2070398:0.7123287671232876; CHEMBL1234591:0.7323943661971831; CHEMBL2070506:0.7123287671232876
CHEMBL205551,CHEMBL116878:0.7543859649122807; CHEMBL334221:0.6036036036036037; CHEMBL327039:0.6016260162601627; CHEMBL208475:0.631578947368421; CHEMBL377608:0.7542372881355932; CHEMBL209352:0.7739130434782608; CHEMBL382874:0.7807017543859649; CHEMBL381537:0.7876106194690266; CHEMBL205478:0.89; CHEMBL378430:0.7981651376146789; CHEMBL206941:0.8137254901960784; CHEMBL205043:0.6727272727272727; CHEMBL207924:0.6634615384615384
CHEMBL209122,CHEMBL209061:0.7127659574468085; CHEMBL211183:0.7951807228915663; CHEMBL212639:0.7127659574468085; CHEMBL209943:0.6451612903225806; CHEMBL210642:0.7619047619047619; CHEMBL378514:0.625; CHEMBL474016:0.6354166666666666
CHEMBL209332,CHEMBL211055:0.6826923076923077; CHEMBL209992:0.6730769230769231
CHEMBL226585,CHEMBL227279:0.6477272727272727; CHEMBL413686:0.7764705882352941; CHEMBL387921:0.7951807228915663; CHEMBL226581:0.7857142857142857; CHEMBL271686:0.6326530612244898; CHEMBL522856:0.6629213483146067; CHEMBL490606:0.6373626373626373; CHEMBL561976:0.6555555555555556; CHEMBL1946296:0.6565656565656566; CHEMBL3703594:0.6629213483146067; CHEMBL3703584:0.7951807228915663; CHEMBL3703583:0.7857142857142857; CHEMBL3703596:0.6555555555555556; CHEMBL3703585:1.0; CHEMBL3703587:0.6477272727272727; CHEMBL3703586:0.7764705882352941
CHEMBL387921,CHEMBL389912:0.6041666666666666; CHEMBL387740:0.6; CHEMBL437923:0.6210526315789474; CHEMBL227279:0.6551724137931034; CHEMBL413686:0.7857142857142857; CHEMBL226585:0.7951807228915663; CHEMBL226581:0.7951807228915663; CHEMBL271685:0.6288659793814433; CHEMBL494086:0.6704545454545454; CHEMBL523797:0.6333333333333333; CHEMBL549563:0.651685393258427; CHEMBL1946295:0.6632653061224489; CHEMBL3703590:0.6041666666666666; CHEMBL3703589:0.6; CHEMBL3703584:1.0; CHEMBL3703583:0.7951807228915663; CHEMBL3703588:0.6210526315789474; CHEMBL3703593:0.6704545454545454; CHEMBL3703585:0.7951807228915663; CHEMBL3703587:0.6551724137931034; CHEMBL3703586:0.7857142857142857
CHEMBL389318,CHEMBL389962:0.8142857142857143; CHEMBL230854:0.7916666666666666; CHEMBL230853:0.7368421052631579
CHEMBL239194,CHEMBL239193:0.7258064516129032
CHEMBL279403,CHEMBL392165:0.7457627118644068; CHEMBL238314:0.7333333333333333; CHEMBL236373:0.6984126984126984
CHEMBL400619,CHEMBL400620:0.75; CHEMBL3093223:0.6521739130434783; CHEMBL241617:0.6125; CHEMBL3828658:0.6
CHEMBL256185,CHEMBL200033:0.7402597402597403; CHEMBL200184:0.7375; CHEMBL200705:0.7108433734939759; CHEMBL381868:0.7073170731707317; CHEMBL200332:0.6444444444444445; CHEMBL381408:0.6627906976744186; CHEMBL202189:0.6404494382022472; CHEMBL255597:0.8947368421052632; CHEMBL255809:0.918918918918919; CHEMBL255975:0.6941176470588235; CHEMBL255976:0.6477272727272727; CHEMBL271684:0.6097560975609756
CHEMBL406567,CHEMBL402848:0.6; CHEMBL270676:0.6842105263157895; CHEMBL257256:0.6375; CHEMBL271106:0.7236842105263158
CHEMBL405824,CHEMBL402848:0.6119402985074627; CHEMBL272596:0.6842105263157895; CHEMBL429435:0.7407407407407407
CHEMBL264139,CHEMBL259430:0.7; CHEMBL264138:0.7272727272727273; CHEMBL406807:0.6486486486486487; CHEMBL265705:0.7361111111111112
CHEMBL475792,CHEMBL514196:0.75; CHEMBL475791:0.7352941176470589
CHEMBL474636,CHEMBL474977:0.7101449275362319; CHEMBL515433:0.7424242424242424; CHEMBL514155:0.7424242424242424
CHEMBL516372,CHEMBL380162:0.6046511627906976; CHEMBL211449:0.6419753086419753; CHEMBL475026:0.7901234567901234
CHEMBL475026,CHEMBL377781:0.6; CHEMBL212458:0.6777777777777778; CHEMBL516372:0.7901234567901234
CHEMBL492356,CHEMBL378276:0.6086956521739131; CHEMBL492955:0.9473684210526315; CHEMBL483309:0.6021505376344086
CHEMBL521312,CHEMBL449380:0.7702702702702703; CHEMBL483802:0.6625; CHEMBL483969:0.7108433734939759; CHEMBL483975:0.6705882352941176; CHEMBL485164:0.6136363636363636; CHEMBL520247:0.6; CHEMBL488148:0.6626506024096386; CHEMBL488149:0.6136363636363636; CHEMBL487334:0.782051282051282; CHEMBL488777:0.6136363636363636; CHEMBL486374:0.6224489795918368; CHEMBL474310:0.6526315789473685
